线路,站区,隧道名称,锚段,杆号,跨距,结构,公里标,拉出值,导高,行别,线路类型,GPS经度,GPS纬度,RFID,站区id
深圳地铁16号线,大运站,,S001,S001-01,3,,10.005,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-02,4.5,,10.008,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-03,6,,10.0125,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-04,6,,10.0185,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-05,6,,10.0245,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-06,6,,10.0305,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-07,6,,10.0365,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-08,6,,10.0425,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-09,6,,10.0485,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-10,6,,10.0545,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-11,6,,10.0605,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-12,6,,10.0665,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-13,6,,10.0725,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-14,6,,10.0785,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-15,6,,10.0845,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-16,6,,10.0905,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-17,6,,10.0965,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-18,6,,10.1025,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-19,6,,10.1085,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-20,6,,10.1145,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-21,6,,10.1205,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-22,6,,10.1265,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-23,6,,10.1325,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-24,6,,10.1385,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-25,6,,10.1445,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-26,6,,10.1505,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-27,6,,10.1565,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-28,6,,10.1625,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-29,6,,10.1685,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-30,6,,10.1745,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-31,3,,10.1805,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S002-01,1.5,锚段关节,10.1835,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-32,1.5,锚段关节,10.185,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S002-02,1.5,锚段关节,10.1865,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S001,S001-33,3,锚段关节,10.188,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-03,6,,10.191,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-04,8,,10.197,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-05,8,,10.205,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-06,8,,10.213,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-07,7.5,,10.221,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-08,6,,10.2285,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-09,7.5,,10.2345,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-10,7.6,,10.242,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-11,7.5,,10.2496,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-12,7.5,,10.2571,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-13,6,,10.2646,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-14,7.5,,10.2706,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-15,7.4,,10.2781,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-16,6,,10.2855,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-17,6,,10.2915,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-18,6,,10.2975,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-19,6,,10.3035,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-20,4,,10.3095,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-21,4,,10.3135,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-22,2.5,,10.3175,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-23,1.5,锚段关节,10.32,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S003-01,1.5,锚段关节,10.3215,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S002-24,1.5,锚段关节,10.323,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S002,S003-02,3,锚段关节,10.3245,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-03,6,,10.3275,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-04,7.5,,10.3335,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-05,8,,10.341,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-06,8,,10.349,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-07,8,,10.357,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-08,8,,10.365,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-09,6,,10.373,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-10,8,,10.379,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-11,8,,10.387,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-12,7,,10.395,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-13,8,,10.402,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-14,8,,10.41,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-15,7,,10.418,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-16,8,,10.425,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-17,8,,10.433,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-18,7,,10.441,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-19,8,,10.448,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-20,8,,10.456,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-21,8,,10.464,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-22,8,,10.472,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-23,8,,10.48,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-24,8,,10.488,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-25,8,,10.496,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-26,8,,10.504,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-27,7.5,,10.512,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-28,6,,10.5195,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-29,3,,10.5255,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S004-01,1.5,锚段关节,10.5285,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-30,1.5,锚段关节,10.53,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S004-02,1.5,锚段关节,10.5315,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S003,S003-31,3,锚段关节,10.533,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S004,S004-03,5.5,,10.536,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S004,S004-04,6.5,,10.5415,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S004,S004-05,7.5,,10.548,300,4040,上行,刚性,,,,
深圳地铁16号线,大运站,,S004,S004-06,7.5,,10.5555,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-07,6,,10.563,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-08,7.5,,10.569,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-09,7.5,,10.5765,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-10,7.5,,10.584,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-11,7.5,,10.5915,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-12,7.5,,10.599,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-13,7.5,,10.6065,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-14,6,,10.614,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-15,6,,10.62,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-16,6,,10.626,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-17,6,,10.632,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-18,6,,10.638,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-19,6,,10.644,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-20,6,,10.65,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-21,6,,10.656,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-22,6,,10.662,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-23,6,,10.668,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-24,6,,10.674,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-25,6,,10.68,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-26,6,,10.686,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-27,6,,10.692,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-28,6,,10.698,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-29,6,,10.704,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-30,6,,10.71,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-31,6,,10.716,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-32,3,,10.722,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-33,1.5,锚段关节,10.725,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S005-01,1.5,锚段关节,10.7265,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S004,S004-34,1.5,锚段关节,10.728,300,4040,上行,刚性,,,2024051716758A0110300276,
深圳地铁16号线,大运_大运中心,,S004,S005-02,3,锚段关节,10.7295,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-03,6,,10.7325,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-04,5,,10.7385,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-05,5,,10.7435,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-06,5,,10.7485,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-07,6,,10.7535,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-08,6,,10.7595,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-09,6,,10.7655,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-10,6,,10.7715,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-11,6,,10.7775,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-12,6,,10.7835,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-13,6,,10.7895,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-14,6,,10.7955,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-15,6,,10.8015,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-16,6,,10.8075,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-17,6,,10.8135,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-18,6,,10.8195,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-19,6,,10.8255,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-20,6,,10.8315,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-21,6,,10.8375,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-22,6,,10.8435,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-23,5.5,,10.8495,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-24,5,,10.855,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-25,5,,10.86,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-26,5,,10.865,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-27,6,,10.87,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-28,6,,10.876,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-29,6,,10.882,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-30,6,,10.888,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-31,6,,10.894,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-32,6,,10.9,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-33,6,,10.906,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-34,6,,10.912,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-35,6,,10.918,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-36,6,,10.924,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-37,6,,10.93,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-38,6,,10.936,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-39,6,,10.942,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-40,3,,10.948,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S006-01,1.5,锚段关节,10.951,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-41,1.5,锚段关节,10.9525,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S006-02,1.5,锚段关节,10.954,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S005,S005-42,3,锚段关节,10.9555,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-03,6,,10.9585,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-04,6,,10.9645,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-05,6,,10.9705,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-06,6,,10.9765,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-07,6,,10.9825,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-08,6,,10.9885,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-09,6,,10.9945,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-10,6,,11.0005,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-11,6,,11.0065,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-12,6,,11.0125,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-13,7.5,,11.0185,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-14,7.5,,11.026,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-15,7.5,,11.0335,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-16,7.5,,11.041,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-17,7.5,,11.0485,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-18,7.5,,11.056,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-19,7.5,,11.0635,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-20,7.5,,11.071,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-21,7.5,,11.0785,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-22,7.5,,11.086,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-23,7.5,,11.0935,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-24,7.5,,11.101,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-25,7.5,,11.1085,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-26,6,,11.116,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-27,7.5,,11.122,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-28,6,,11.1295,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-29,7.5,,11.1355,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-30,7.5,,11.143,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-31,6,,11.1505,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-32,3,,11.1565,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-33,1.5,锚段关节,11.1595,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S007-01,1.5,锚段关节,11.161,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S006-34,1.5,锚段关节,11.1625,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S006,S007-02,3,锚段关节,11.164,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-03,6,,11.167,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-04,6,,11.173,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-05,7.5,,11.179,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-06,7.5,,11.1865,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-07,6,,11.194,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-08,7.5,,11.2,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-09,7.5,,11.2075,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-10,7.5,,11.215,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-11,7.5,,11.2225,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-12,7.5,,11.23,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-13,7.5,,11.2375,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-14,7.5,,11.245,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-15,6,,11.2525,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-16,7.5,,11.2585,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-17,6,,11.266,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-18,7.5,,11.272,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-19,7.5,,11.2795,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-20,7.5,,11.287,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-21,7.5,,11.2945,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-22,7.5,,11.302,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-23,7.5,,11.3095,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-24,7.5,,11.317,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-25,6,,11.3245,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-26,7.5,,11.3305,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-27,6,,11.338,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-28,7.5,,11.344,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-29,7.5,,11.3515,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-30,6,,11.359,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-31,3,,11.365,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S008-01,1.5,锚段关节,11.368,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-32,1.5,锚段关节,11.3695,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S008-02,1.5,锚段关节,11.371,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S007,S007-33,3,锚段关节,11.3725,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-03,6,,11.3755,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-04,6,,11.3815,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-05,7.5,,11.3875,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-06,7.5,,11.395,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-07,6,,11.4025,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-08,7.5,,11.4085,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-09,7.5,,11.416,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-10,7.5,,11.4235,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-11,7.5,,11.431,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-12,7.5,,11.4385,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-13,7.5,,11.446,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-14,7.5,,11.4535,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-15,6,,11.461,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-16,7.5,,11.467,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-17,6,,11.4745,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-18,7.5,,11.4805,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-19,7.5,,11.488,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-20,7.5,,11.4955,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-21,7.5,,11.503,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-22,7.5,,11.5105,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-23,7.5,,11.518,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-24,7.5,,11.5255,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-25,6,,11.533,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-26,7.5,,11.539,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-27,6,,11.5465,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-28,7.5,,11.5525,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-29,7.5,,11.56,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-30,6,,11.5675,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-31,3,,11.5735,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-32,1.5,锚段关节,11.5765,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S009-01,1.5,锚段关节,11.578,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S008-33,1.5,锚段关节,11.5795,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S008,S009-02,3,锚段关节,11.581,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S009,S009-03,6,,11.584,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S009,S009-04,6,,11.59,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S009,S009-05,6,,11.596,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S009,S009-06,6,,11.602,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S009,S009-07,7.5,,11.608,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S009,S009-08,7.5,,11.6155,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S009,S009-09,6,,11.623,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S009,S009-10,7.5,,11.629,300,4040,上行,刚性,,,,
深圳地铁16号线,大运_大运中心,,S009,S009-11,7.5,,11.6365,300,4040,上行,刚性,,,,
